airline,origin,destination,departure_hour,month,day_of_week,distance,weather,delay_minutes,delayed
UK,BLR,MAA,11,4,Saturday,704,Cloudy,0,0
UK,CCU,BLR,12,8,Sunday,784,Clear,0,0
UK,BLR,HYD,12,2,Monday,1782,Clear,0,0
6E,DEL,MAA,22,1,Friday,491,Cloudy,6,0
6E,DEL,BOM,9,11,Monday,802,Clear,5,0
AI,HYD,BOM,5,1,Friday,1267,Clear,7,0
UK,DEL,MAA,1,3,Wednesday,837,Clear,0,0
SG,DEL,CCU,20,7,Saturday,1301,Clear,23,1
SG,BOM,DEL,4,3,Tuesday,1513,Clear,16,1
QP,HYD,DEL,10,9,Wednesday,1203,Clear,2,0
AI,BLR,HYD,18,7,Monday,927,Clear,12,0
SG,HYD,BLR,4,1,Saturday,728,Clear,6,0
SG,HYD,DEL,5,6,Monday,870,Clear,9,0
UK,CCU,MAA,15,10,Friday,1280,Cloudy,4,0
6E,BOM,HYD,15,5,Wednesday,523,Clear,0,0
6E,BLR,DEL,5,9,Sunday,729,Clear,1,0
SG,HYD,MAA,13,7,Monday,1534,Fog,36,1
QP,BOM,CCU,16,6,Friday,1051,Rain,46,1
SG,BOM,BLR,5,7,Tuesday,1471,Clear,11,0
UK,DEL,CCU,10,6,Monday,1803,Clear,6,0
SG,BOM,BLR,6,1,Sunday,798,Storm,46,1
AI,BOM,DEL,22,6,Sunday,1209,Cloudy,17,1
SG,BOM,DEL,9,5,Sunday,1487,Cloudy,20,1
AI,BOM,DEL,20,10,Tuesday,1320,Cloudy,9,0
QP,MAA,BOM,21,9,Saturday,619,Rain,27,1
QP,MAA,BLR,4,7,Thursday,1191,Clear,3,0
UK,HYD,BLR,22,5,Tuesday,794,Cloudy,3,0
6E,DEL,BLR,1,8,Wednesday,948,Clear,0,0
SG,MAA,CCU,9,12,Tuesday,1583,Clear,0,0
SG,DEL,CCU,3,11,Friday,925,Clear,18,1
SG,DEL,CCU,1,3,Friday,1712,Rain,25,1
UK,HYD,BOM,13,4,Tuesday,1001,Clear,0,0
6E,BLR,CCU,14,6,Saturday,1549,Cloudy,6,0
AI,BOM,DEL,13,8,Thursday,666,Fog,50,1
6E,CCU,DEL,10,9,Friday,1576,Clear,12,0
UK,DEL,MAA,18,10,Monday,1594,Clear,7,0
UK,DEL,BOM,11,7,Saturday,1390,Clear,3,0
UK,HYD,CCU,12,10,Wednesday,1784,Clear,0,0
6E,BLR,HYD,10,1,Thursday,671,Clear,0,0
QP,MAA,DEL,4,3,Tuesday,1706,Cloudy,0,0
6E,DEL,HYD,15,7,Sunday,1440,Cloudy,21,1
QP,BLR,HYD,19,7,Thursday,647,Clear,20,1
6E,DEL,MAA,7,12,Saturday,1348,Clear,0,0
UK,DEL,MAA,11,8,Friday,1252,Clear,3,0
SG,BLR,MAA,21,5,Monday,1476,Clear,4,0
6E,MAA,DEL,4,8,Friday,1496,Storm,35,1
6E,DEL,BLR,10,2,Wednesday,1367,Clear,8,0
6E,CCU,HYD,6,5,Friday,1508,Clear,0,0
QP,HYD,BLR,8,1,Thursday,873,Clear,0,0
AI,BLR,CCU,11,2,Saturday,849,Cloudy,6,0
UK,CCU,HYD,22,5,Tuesday,1215,Clear,0,0
SG,BOM,MAA,0,1,Sunday,776,Clear,16,1
SG,BOM,MAA,8,3,Wednesday,1544,Clear,16,1
UK,MAA,HYD,20,11,Saturday,1797,Rain,18,1
AI,DEL,MAA,1,11,Friday,1007,,22,1
AI,CCU,BOM,12,7,Thursday,1555,Clear,9,0
UK,MAA,DEL,3,12,Thursday,1004,Storm,23,1
QP,CCU,BOM,13,1,Friday,1606,Cloudy,17,1
AI,BLR,DEL,17,12,Sunday,694,Clear,17,1
QP,HYD,BOM,15,6,Tuesday,1681,Clear,16,1
SG,CCU,BOM,13,5,Tuesday,1257,Clear,16,1
AI,DEL,CCU,17,10,Sunday,1841,Cloudy,26,1
6E,BOM,CCU,12,6,Sunday,1414,Clear,0,0
6E,BLR,BOM,14,8,Wednesday,1654,Cloudy,4,0
QP,HYD,MAA,1,4,Wednesday,992,Clear,0,0
UK,MAA,BOM,0,7,Saturday,1325,Clear,0,0
6E,CCU,DEL,3,2,Sunday,1567,Cloudy,14,0
6E,BLR,BOM,12,3,Sunday,1446,Cloudy,5,0
UK,BOM,DEL,9,7,Tuesday,1812,Cloudy,18,1
AI,BOM,HYD,8,12,Tuesday,638,Clear,14,0
6E,MAA,HYD,10,3,Thursday,797,Clear,8,0
AI,BLR,DEL,23,7,Tuesday,1157,Clear,7,0
SG,HYD,DEL,9,1,Sunday,1105,Clear,7,0
SG,HYD,BLR,10,7,Wednesday,1315,Clear,8,0
UK,MAA,DEL,12,11,Tuesday,1066,Clear,0,0
AI,BOM,MAA,18,5,Sunday,546,Rain,36,1
6E,BOM,BLR,17,10,Saturday,814,Fog,52,1
QP,MAA,BLR,23,5,Sunday,1530,Cloudy,3,0
6E,BLR,DEL,15,12,Thursday,1306,Rain,9,0
AI,MAA,BOM,22,8,Saturday,430,Clear,6,0
AI,DEL,MAA,14,4,Wednesday,1068,Rain,28,1
QP,BOM,MAA,12,4,Monday,990,Clear,0,0
AI,CCU,HYD,13,11,Friday,1572,Clear,11,0
UK,CCU,BOM,11,6,Monday,1630,Clear,0,0
QP,DEL,BLR,4,5,Tuesday,1594,Clear,15,1
SG,MAA,BOM,8,8,Wednesday,1906,Cloudy,11,0
UK,DEL,HYD,14,1,Friday,1003,Clear,0,0
6E,DEL,BLR,14,3,Saturday,1612,Rain,25,1
AI,CCU,DEL,3,6,Tuesday,514,Fog,43,1
AI,DEL,BOM,19,4,Saturday,682,Cloudy,12,0
QP,BOM,DEL,17,7,Friday,1824,Clear,29,1
AI,DEL,MAA,12,5,Friday,552,Cloudy,6,0
AI,HYD,BLR,10,6,Friday,1855,Clear,16,1
QP,DEL,MAA,13,10,Wednesday,1237,Clear,0,0
UK,BOM,BLR,13,10,Monday,728,Clear,0,0
6E,BOM,DEL,10,4,Monday,501,Clear,12,0
SG,HYD,BLR,20,5,Monday,1666,Clear,11,0
UK,BLR,DEL,3,8,Thursday,591,Clear,0,0
QP,BOM,HYD,8,12,Friday,1868,Clear,16,1
UK,BLR,BOM,9,7,Tuesday,2017,Rain,28,1
SG,BLR,DEL,2,1,Monday,734,Rain,11,0
QP,BLR,CCU,2,8,Friday,1485,,20,1
UK,HYD,DEL,21,9,Friday,1132,Clear,0,0
6E,BOM,MAA,18,12,Sunday,1231,Rain,37,1
QP,BLR,HYD,8,12,Sunday,531,Cloudy,8,0
6E,MAA,CCU,6,9,Sunday,965,Clear,2,0
AI,BOM,MAA,9,7,Monday,1113,Clear,23,1
UK,BOM,HYD,16,3,Wednesday,1182,Clear,3,0
QP,DEL,HYD,7,11,Thursday,942,Clear,0,0
AI,MAA,HYD,1,6,Saturday,1028,Rain,29,1
QP,MAA,DEL,10,9,Sunday,580,Clear,19,1
QP,MAA,BOM,14,9,Saturday,857,Clear,3,0
QP,BOM,MAA,12,1,Sunday,1267,Cloudy,8,0
UK,BLR,BOM,4,5,Monday,1295,Rain,10,0
6E,BOM,MAA,20,9,Monday,554,Cloudy,19,1
UK,MAA,HYD,15,6,Wednesday,1458,Clear,0,0
AI,BLR,DEL,17,8,Saturday,828,Rain,25,1
QP,BLR,HYD,22,7,Wednesday,914,Clear,3,0
SG,BLR,HYD,12,1,Tuesday,1766,Cloudy,9,0
UK,MAA,BLR,13,4,Tuesday,1626,Fog,23,1
UK,MAA,BOM,18,5,Saturday,1476,Rain,12,0
SG,MAA,BLR,18,5,Saturday,975,Clear,4,0
UK,BLR,DEL,20,1,Wednesday,1535,Fog,34,1
QP,MAA,DEL,16,1,Monday,1212,Clear,17,1
QP,CCU,MAA,1,4,Tuesday,878,Clear,0,0
QP,HYD,BLR,8,11,Wednesday,1172,Cloudy,4,0
SG,MAA,BLR,14,12,Thursday,1192,Clear,0,0
SG,CCU,BOM,10,11,Wednesday,1247,Clear,10,0
6E,CCU,MAA,1,12,Tuesday,763,Clear,0,0
AI,BOM,HYD,6,12,Sunday,1164,Clear,0,0
UK,MAA,CCU,7,9,Wednesday,1066,Clear,0,0
QP,BLR,CCU,0,2,Tuesday,807,Cloudy,0,0
AI,DEL,CCU,18,5,Wednesday,1418,Cloudy,29,1
UK,BLR,BOM,9,9,Saturday,1079,Rain,23,1
AI,CCU,HYD,18,5,Sunday,1126,Fog,54,1
UK,CCU,BLR,20,4,Thursday,1694,Fog,26,1
AI,MAA,BOM,21,1,Thursday,1130,Clear,3,0
SG,CCU,MAA,21,5,Wednesday,1140,Clear,4,0
QP,HYD,BOM,11,5,Friday,1380,Cloudy,0,0
SG,MAA,CCU,5,10,Friday,719,Fog,27,1
SG,DEL,BOM,2,10,Tuesday,595,Rain,23,1
6E,BOM,CCU,14,2,Thursday,1049,Cloudy,7,0
UK,BOM,CCU,3,7,Sunday,510,Rain,18,1
AI,CCU,DEL,5,11,Tuesday,924,Clear,0,0
6E,HYD,BLR,5,6,Thursday,698,Clear,0,0
UK,CCU,BLR,6,12,Friday,1362,Clear,2,0
SG,BLR,MAA,8,2,Monday,1678,Cloudy,17,1
AI,BLR,MAA,7,4,Thursday,542,Clear,0,0
QP,MAA,DEL,12,12,Friday,1822,Clear,3,0
UK,HYD,CCU,22,9,Thursday,1171,Clear,0,0
QP,BLR,BOM,15,4,Wednesday,649,Clear,8,0
UK,BOM,BLR,16,11,Saturday,1009,Clear,18,1
UK,HYD,BOM,3,5,Wednesday,1070,Rain,4,0
SG,DEL,BLR,2,10,Thursday,933,Fog,36,1
QP,BOM,HYD,4,4,Wednesday,1114,Clear,0,0
AI,DEL,BLR,20,5,Saturday,1825,Clear,14,0
UK,DEL,BLR,4,4,Thursday,1330,Clear,1,0
AI,BOM,MAA,23,5,Wednesday,838,Clear,0,0
UK,DEL,BLR,18,8,Wednesday,1074,Cloudy,18,1
QP,DEL,HYD,19,10,Thursday,1054,Cloudy,24,1
QP,MAA,CCU,7,8,Saturday,1829,Clear,14,0
6E,BOM,DEL,3,1,Friday,1646,Cloudy,19,1
6E,HYD,MAA,4,8,Tuesday,746,Rain,13,0
UK,DEL,MAA,20,6,Monday,1500,Clear,8,0
6E,CCU,MAA,10,1,Monday,1172,Fog,27,1
AI,BOM,MAA,9,4,Sunday,751,Clear,23,1
6E,MAA,DEL,5,12,Monday,701,Clear,0,0
UK,HYD,BOM,8,5,Tuesday,1396,Clear,14,0
UK,MAA,BLR,8,9,Wednesday,962,Clear,4,0
QP,HYD,MAA,17,3,Tuesday,326,Clear,17,1
UK,HYD,MAA,19,11,Monday,660,Clear,0,0
6E,MAA,DEL,11,10,Tuesday,420,Clear,0,0
SG,MAA,DEL,8,2,Monday,510,Cloudy,30,1
SG,BLR,CCU,10,9,Thursday,726,Clear,4,0
UK,CCU,BLR,4,12,Wednesday,1604,Clear,0,0
UK,CCU,DEL,1,11,Wednesday,827,Cloudy,0,0
6E,MAA,CCU,5,9,Sunday,1384,Cloudy,5,0
QP,CCU,MAA,0,9,Sunday,1821,Cloudy,20,1
QP,DEL,MAA,0,7,Monday,1422,Clear,7,0
AI,HYD,BLR,5,2,Sunday,1911,Rain,17,1
6E,HYD,CCU,21,1,Monday,956,Clear,0,0
6E,CCU,MAA,4,4,Friday,567,Rain,23,1
QP,DEL,BOM,16,4,Friday,657,Clear,11,0
AI,MAA,BOM,3,11,Friday,1899,Fog,27,1
6E,DEL,BOM,11,11,Thursday,1832,Clear,0,0
6E,BLR,BOM,14,4,Friday,1227,Fog,20,1
UK,MAA,BOM,13,5,Monday,1050,Rain,7,0
6E,BOM,MAA,19,9,Thursday,634,Clear,7,0
UK,CCU,BLR,6,9,Sunday,1382,Clear,0,0
SG,CCU,DEL,17,11,Thursday,1111,Clear,21,1
QP,DEL,HYD,9,9,Friday,1775,Clear,23,1
AI,BOM,MAA,10,9,Monday,1343,Clear,12,0
AI,DEL,MAA,7,10,Thursday,1228,Clear,0,0
AI,MAA,DEL,23,11,Monday,1614,Clear,6,0
QP,CCU,BLR,19,5,Thursday,947,Clear,13,0
SG,HYD,BOM,11,4,Wednesday,1264,Clear,3,0
UK,DEL,CCU,17,11,Saturday,803,Clear,16,1
SG,BOM,DEL,21,2,Saturday,1924,Clear,15,1
UK,DEL,HYD,6,4,Monday,598,Clear,0,0
6E,BLR,DEL,7,2,Wednesday,738,Clear,0,0
UK,MAA,HYD,18,11,Sunday,629,Rain,21,1
SG,DEL,MAA,6,12,Monday,1915,Cloudy,5,0
AI,CCU,MAA,2,6,Monday,1314,Storm,61,1
SG,BOM,DEL,14,2,Sunday,880,Clear,7,0
UK,HYD,MAA,4,3,Thursday,1742,Clear,0,0
AI,MAA,BOM,14,7,Friday,1450,Clear,11,0
6E,HYD,MAA,2,5,Tuesday,1515,Clear,0,0
UK,BLR,CCU,11,10,Wednesday,1268,Fog,22,1
6E,BLR,DEL,5,10,Friday,770,Cloudy,3,0
6E,BLR,HYD,12,6,Wednesday,1755,Fog,39,1
SG,BOM,CCU,5,8,Saturday,579,Fog,38,1
UK,BOM,DEL,6,1,Sunday,782,Clear,0,0
UK,MAA,BOM,21,2,Friday,720,Clear,0,0
SG,CCU,HYD,23,5,Tuesday,1452,Clear,1,0
AI,CCU,BLR,7,2,Tuesday,1823,Cloudy,14,0
6E,BOM,MAA,15,1,Monday,1395,Cloudy,11,0
AI,BOM,BLR,8,9,Saturday,854,Clear,10,0
QP,DEL,MAA,4,1,Sunday,1257,Fog,18,1
AI,BOM,DEL,2,3,Sunday,1220,Rain,44,1
QP,HYD,BOM,21,9,Sunday,1828,Fog,35,1
AI,BOM,HYD,1,3,Tuesday,1902,Clear,0,0
6E,MAA,BLR,11,3,Friday,851,Rain,4,0
SG,DEL,HYD,5,9,Tuesday,1818,Cloudy,24,1
QP,BLR,BOM,18,1,Tuesday,1671,Clear,6,0
AI,BOM,BLR,3,4,Thursday,797,Clear,12,0
6E,BLR,CCU,13,7,Friday,1526,Clear,1,0
QP,DEL,MAA,8,1,Saturday,1700,Clear,7,0
6E,BLR,CCU,12,8,Thursday,803,Cloudy,2,0
6E,MAA,HYD,4,6,Monday,830,Rain,18,1
SG,CCU,HYD,2,4,Monday,1604,Storm,48,1
AI,BOM,DEL,4,7,Monday,1576,Clear,21,1
QP,BLR,DEL,13,1,Saturday,1493,Cloudy,6,0
QP,MAA,HYD,15,8,Thursday,621,Clear,1,0
QP,BLR,HYD,21,6,Wednesday,824,Clear,8,0
6E,HYD,MAA,22,1,Saturday,593,Rain,21,1
AI,BLR,DEL,18,10,Wednesday,1443,Fog,31,1
UK,CCU,BOM,0,6,Wednesday,1661,Storm,37,1
6E,HYD,BOM,16,1,Saturday,1662,Clear,5,0
QP,CCU,BLR,16,5,Friday,1014,Cloudy,22,1
SG,MAA,BLR,16,9,Friday,497,Clear,18,1
QP,BLR,CCU,15,6,Saturday,1705,Cloudy,0,0
SG,BOM,MAA,16,5,Wednesday,1684,Clear,18,1
SG,DEL,CCU,14,1,Monday,994,Clear,9,0
AI,HYD,CCU,14,1,Friday,1471,Storm,54,1
AI,MAA,BOM,16,4,Wednesday,897,Clear,10,0
AI,BLR,DEL,1,4,Sunday,1640,Rain,26,1
UK,DEL,MAA,12,8,Wednesday,1307,Clear,0,0
6E,MAA,DEL,3,6,Saturday,1905,Rain,21,1
QP,BOM,BLR,22,2,Saturday,1612,Fog,26,1
AI,HYD,DEL,23,8,Friday,1390,Clear,12,0
QP,DEL,CCU,3,12,Friday,585,Clear,7,0
SG,DEL,HYD,21,11,Monday,978,Rain,39,1
AI,CCU,MAA,11,12,Saturday,1285,Clear,3,0
AI,MAA,BLR,16,6,Tuesday,1070,Clear,21,1
6E,DEL,BLR,15,5,Thursday,755,Clear,0,0
6E,DEL,HYD,2,1,Tuesday,1423,Clear,1,0
6E,BLR,DEL,21,9,Tuesday,698,Clear,5,0
UK,MAA,DEL,15,6,Wednesday,1722,Clear,0,0
AI,BLR,DEL,11,8,Thursday,422,Clear,4,0
AI,CCU,DEL,14,4,Sunday,885,Storm,46,1
SG,HYD,MAA,23,3,Wednesday,460,Clear,10,0
QP,HYD,BLR,15,9,Sunday,874,Clear,0,0
6E,BOM,BLR,15,5,Friday,1002,Rain,32,1
QP,MAA,HYD,21,7,Friday,1673,Rain,31,1
6E,CCU,BLR,16,12,Sunday,1350,Clear,9,0
6E,DEL,BLR,3,4,Sunday,772,Clear,5,0
AI,MAA,CCU,19,2,Thursday,983,Clear,13,0
UK,CCU,HYD,21,9,Wednesday,753,Storm,33,1
UK,BLR,MAA,17,7,Friday,389,Rain,42,1
SG,MAA,BOM,3,5,Tuesday,1270,Clear,2,0
AI,BLR,HYD,12,8,Tuesday,1081,Clear,0,0
AI,BOM,MAA,1,12,Wednesday,793,Cloudy,21,1
UK,MAA,HYD,18,3,Friday,1569,Rain,31,1
AI,BOM,DEL,22,10,Sunday,1887,Clear,11,0
AI,MAA,BOM,0,7,Saturday,1668,Fog,42,1
SG,BOM,CCU,2,10,Wednesday,1618,Rain,29,1
QP,BLR,CCU,22,12,Saturday,1344,Clear,3,0
UK,MAA,DEL,19,2,Thursday,822,Clear,5,0
AI,BLR,DEL,19,2,Sunday,1087,Clear,12,0
QP,MAA,BLR,5,1,Friday,761,Rain,18,1
UK,DEL,HYD,15,3,Sunday,920,Clear,0,0
SG,DEL,BOM,19,5,Saturday,1051,Rain,52,1
AI,DEL,HYD,1,4,Thursday,1158,Rain,15,1
UK,BOM,HYD,6,10,Saturday,1684,,3,0
AI,DEL,HYD,7,10,Sunday,1616,Clear,19,1
SG,BLR,DEL,12,5,Tuesday,1329,Clear,0,0
6E,DEL,BOM,6,7,Saturday,1009,Clear,5,0
QP,MAA,DEL,8,4,Sunday,476,Clear,12,0
AI,DEL,BOM,6,7,Thursday,1724,Cloudy,16,1
SG,CCU,HYD,1,4,Thursday,689,Clear,4,0
AI,CCU,BLR,16,10,Monday,1339,Clear,13,0
SG,MAA,CCU,15,3,Saturday,735,Cloudy,0,0
UK,MAA,DEL,21,12,Sunday,1024,Clear,0,0
QP,MAA,DEL,13,12,Friday,834,Fog,22,1
SG,CCU,MAA,16,3,Sunday,1693,Cloudy,17,1
6E,HYD,BLR,8,7,Monday,1064,Clear,14,0
AI,HYD,BLR,9,10,Thursday,1728,Rain,28,1
UK,BLR,MAA,9,11,Saturday,1080,Clear,0,0
UK,HYD,MAA,23,5,Wednesday,816,Clear,0,0
AI,BLR,MAA,11,7,Saturday,955,Clear,2,0
UK,DEL,BOM,20,2,Monday,1330,Clear,2,0
6E,CCU,DEL,7,4,Sunday,1487,Rain,19,1
6E,MAA,DEL,16,4,Monday,1743,Fog,27,1
AI,MAA,BOM,6,4,Monday,735,Rain,23,1
6E,BOM,MAA,9,5,Saturday,1342,Clear,0,0
6E,MAA,CCU,20,9,Sunday,699,Clear,16,1
AI,HYD,BLR,16,11,Wednesday,1780,Clear,3,0
UK,DEL,BOM,11,7,Tuesday,849,Clear,7,0
6E,CCU,DEL,9,6,Thursday,570,Fog,35,1
AI,CCU,MAA,19,9,Tuesday,960,Clear,23,1
UK,CCU,BLR,3,8,Wednesday,1713,Clear,0,0
AI,BLR,CCU,20,6,Monday,1313,Cloudy,36,1
QP,BOM,HYD,14,1,Friday,1428,Cloudy,2,0
UK,DEL,CCU,7,7,Tuesday,1347,Fog,25,1
QP,MAA,DEL,16,1,Saturday,747,Storm,42,1
QP,CCU,DEL,23,8,Tuesday,1794,Clear,5,0
QP,DEL,HYD,8,12,Sunday,628,Fog,40,1
UK,MAA,BLR,9,10,Friday,867,Fog,16,1
UK,DEL,HYD,22,11,Thursday,1539,Rain,9,0
SG,MAA,BOM,8,6,Wednesday,1673,Fog,34,1
AI,DEL,HYD,20,6,Wednesday,576,Cloudy,19,1
QP,CCU,MAA,21,7,Monday,1642,Clear,1,0
6E,BOM,MAA,13,3,Monday,328,Rain,31,1
AI,BLR,CCU,1,12,Thursday,1206,Clear,0,0
6E,MAA,BLR,1,1,Saturday,744,Fog,14,0
6E,CCU,MAA,6,12,Friday,1751,Clear,0,0
AI,BLR,CCU,0,12,Saturday,644,Clear,0,0
SG,CCU,DEL,18,12,Saturday,1352,Rain,28,1
AI,DEL,BLR,15,1,Wednesday,790,Clear,0,0
QP,BLR,MAA,10,12,Sunday,682,Clear,0,0
UK,CCU,BLR,19,3,Tuesday,1277,Rain,33,1
SG,BOM,DEL,3,4,Tuesday,985,Clear,20,1
6E,HYD,MAA,12,9,Friday,1383,Rain,30,1
AI,BLR,MAA,8,5,Monday,868,Fog,28,1
AI,BLR,HYD,0,12,Saturday,1215,Clear,0,0
SG,MAA,DEL,11,6,Wednesday,694,Cloudy,17,1
SG,HYD,DEL,3,2,Saturday,1447,Clear,2,0
6E,MAA,HYD,1,3,Saturday,1866,Rain,25,1
6E,HYD,CCU,5,10,Monday,481,Clear,0,0
QP,CCU,HYD,4,7,Wednesday,888,Clear,6,0
QP,BLR,CCU,15,4,Sunday,1586,Rain,22,1
UK,MAA,CCU,19,3,Sunday,1698,Clear,2,0
6E,HYD,BOM,11,9,Thursday,1729,Rain,8,0
6E,MAA,DEL,15,4,Wednesday,602,Clear,0,0
UK,CCU,HYD,2,2,Friday,1694,Fog,34,1
UK,BOM,HYD,18,7,Saturday,534,Cloudy,25,1
AI,BOM,MAA,12,11,Monday,766,Cloudy,1,0
AI,BOM,HYD,10,4,Wednesday,984,Clear,0,0
UK,BLR,CCU,20,9,Monday,1560,Cloudy,17,1
SG,BLR,CCU,7,6,Thursday,1142,Clear,8,0
AI,DEL,HYD,10,12,Monday,1517,Cloudy,5,0
UK,CCU,HYD,22,8,Sunday,956,Rain,39,1
AI,CCU,DEL,3,7,Wednesday,1070,Cloudy,24,1
6E,HYD,MAA,12,3,Sunday,687,Clear,0,0
SG,BOM,MAA,13,11,Sunday,1885,Rain,43,1
6E,MAA,CCU,16,1,Tuesday,771,Cloudy,12,0
6E,BOM,DEL,22,7,Saturday,744,Rain,31,1
QP,BOM,DEL,8,4,Monday,1680,Fog,29,1
AI,CCU,MAA,2,7,Sunday,1189,Clear,17,1
AI,CCU,BLR,9,12,Saturday,754,Clear,23,1
QP,HYD,BOM,3,2,Friday,781,Clear,5,0
UK,BOM,BLR,17,1,Friday,624,Cloudy,22,1
AI,DEL,HYD,13,10,Monday,1048,Clear,0,0
UK,CCU,HYD,18,9,Tuesday,1519,Cloudy,25,1
UK,BOM,HYD,8,5,Friday,1576,Clear,7,0
6E,MAA,BLR,22,3,Tuesday,1404,Cloudy,0,0
UK,BLR,CCU,21,8,Friday,1425,Clear,0,0
SG,BLR,HYD,21,4,Saturday,931,Clear,1,0
6E,CCU,HYD,17,8,Sunday,1300,Clear,23,1
QP,HYD,MAA,4,5,Monday,1893,Cloudy,0,0
UK,BLR,BOM,3,10,Thursday,935,Clear,0,0
QP,BLR,DEL,22,8,Monday,987,Cloudy,21,1
AI,BOM,CCU,20,7,Tuesday,1742,Clear,28,1
6E,HYD,CCU,21,2,Sunday,567,Cloudy,0,0
SG,HYD,BOM,15,8,Saturday,1194,Clear,8,0
QP,DEL,BOM,20,9,Friday,1476,Clear,29,1
6E,BLR,CCU,11,7,Saturday,1005,Rain,6,0
QP,HYD,BOM,3,8,Monday,677,Storm,44,1
AI,DEL,BLR,6,8,Thursday,669,Clear,10,0
UK,CCU,BLR,20,3,Tuesday,1708,Clear,0,0
6E,CCU,HYD,15,6,Monday,922,Rain,38,1
UK,HYD,BLR,23,2,Sunday,1688,Storm,36,1
QP,DEL,HYD,21,10,Wednesday,1480,Clear,0,0
SG,HYD,MAA,18,2,Tuesday,1455,Rain,28,1
SG,CCU,BLR,0,10,Saturday,918,Clear,4,0
6E,DEL,HYD,4,8,Friday,963,Clear,12,0
QP,MAA,HYD,9,7,Wednesday,1072,Clear,17,1
UK,CCU,DEL,0,7,Saturday,809,Cloudy,3,0
SG,DEL,BOM,22,2,Saturday,932,Cloudy,3,0
SG,BOM,CCU,5,8,Tuesday,949,,19,1
SG,MAA,BOM,9,5,Tuesday,987,Clear,5,0
SG,CCU,BOM,16,10,Tuesday,966,Clear,29,1
UK,MAA,DEL,0,11,Wednesday,1119,Clear,0,0
SG,HYD,CCU,15,12,Wednesday,1282,Clear,2,0
QP,HYD,MAA,2,12,Wednesday,1889,Clear,0,0
6E,HYD,BLR,21,10,Tuesday,659,Cloudy,0,0
UK,HYD,BLR,16,4,Monday,1798,Clear,0,0
AI,MAA,BLR,8,4,Friday,1535,Rain,31,1
6E,DEL,MAA,16,12,Wednesday,1736,Rain,40,1
SG,BOM,CCU,7,12,Monday,1566,Clear,7,0
SG,DEL,MAA,2,4,Saturday,1177,Rain,37,1
6E,MAA,BLR,0,8,Tuesday,897,Clear,8,0
UK,MAA,CCU,5,12,Wednesday,1792,Clear,0,0
QP,DEL,BOM,16,11,Saturday,1705,Cloudy,22,1
AI,DEL,CCU,13,12,Wednesday,1014,Fog,26,1
AI,BOM,CCU,6,5,Tuesday,795,Clear,0,0
6E,BOM,HYD,16,7,Friday,961,Clear,25,1
SG,HYD,BLR,9,8,Monday,1315,Rain,36,1
6E,BLR,BOM,3,12,Thursday,1766,Clear,0,0
QP,BLR,DEL,16,12,Saturday,1638,Rain,28,1
QP,DEL,MAA,10,7,Thursday,1705,Clear,15,1
UK,HYD,BLR,15,11,Tuesday,1626,Storm,19,1
6E,MAA,HYD,13,5,Saturday,972,Clear,0,0
AI,HYD,BLR,2,8,Saturday,1661,Fog,31,1
QP,MAA,BOM,1,10,Wednesday,771,Rain,21,1
QP,CCU,DEL,2,11,Tuesday,1301,Storm,48,1
UK,CCU,HYD,5,2,Thursday,957,Clear,0,0
UK,HYD,BLR,5,1,Saturday,564,Clear,0,0
SG,DEL,BOM,22,3,Monday,1249,Clear,12,0
SG,BLR,HYD,18,2,Thursday,1558,Rain,38,1
AI,BLR,MAA,21,3,Wednesday,1590,Clear,4,0
SG,MAA,DEL,11,12,Wednesday,1407,Clear,0,0
QP,CCU,BLR,7,8,Tuesday,908,Clear,0,0
SG,HYD,BLR,9,2,Friday,1255,Cloudy,11,0
UK,BLR,BOM,20,9,Sunday,996,Cloudy,0,0
UK,MAA,BOM,8,12,Monday,914,Clear,0,0
6E,MAA,CCU,15,11,Monday,647,Cloudy,0,0
SG,MAA,BLR,3,11,Wednesday,1062,Clear,0,0
6E,HYD,BOM,23,11,Friday,1342,Fog,16,1
6E,HYD,DEL,15,10,Monday,1191,Rain,5,0
6E,BLR,BOM,23,11,Saturday,1368,Clear,0,0
6E,BLR,BOM,7,10,Saturday,1630,Clear,0,0
6E,BOM,HYD,14,9,Wednesday,660,Cloudy,0,0
AI,BOM,CCU,6,3,Wednesday,1567,Rain,19,1
SG,HYD,MAA,11,11,Tuesday,902,Fog,21,1
UK,BLR,CCU,7,2,Friday,940,Clear,0,0
QP,DEL,BLR,3,4,Tuesday,986,Clear,9,0
AI,DEL,MAA,10,9,Wednesday,1585,Clear,9,0
SG,CCU,DEL,12,9,Tuesday,1242,Clear,14,0
AI,BLR,MAA,3,11,Wednesday,520,Storm,35,1
UK,HYD,CCU,9,1,Sunday,501,Fog,33,1
UK,CCU,DEL,2,10,Monday,1182,Clear,0,0
UK,DEL,MAA,15,2,Monday,1268,Clear,0,0
SG,CCU,BLR,7,8,Wednesday,1083,Cloudy,16,1
QP,MAA,DEL,2,3,Thursday,751,Clear,4,0
6E,HYD,CCU,12,7,Sunday,1330,Rain,27,1
QP,BLR,HYD,20,2,Tuesday,1662,Cloudy,12,0
AI,MAA,HYD,23,1,Thursday,1607,Cloudy,6,0
6E,BOM,HYD,23,12,Friday,1700,Clear,0,0
6E,BOM,DEL,4,7,Friday,732,Cloudy,25,1
QP,CCU,BOM,5,6,Wednesday,1247,Cloudy,18,1
